id;1 wspol.;2 wspol.;3 wspol.;4 wspol.;5 wspol.;6 wspol.;7 wspol.;8 wspol.;9 wspol.;10 wspol.;11 wspol.;l. obliczen;typ punktu;CId;
192;0.404503;0.00633135;0.0179388;0.140697;0.00365811;0.140697;0.809006;0.0351601;0.115371;0.034119;0.355259;2284;-1;-1;
193;0.115777;0.00798717;0.000879321;0.0586214;0.00127502;0.395695;0.893977;0.0146041;0.049242;0.00981909;0.156812;2284;-1;-1;
194;0.115777;0.00798717;0.000879321;0.0586214;0.00127502;0.395695;0.893977;0.0146041;0.049242;0.00981909;0.156812;2284;-1;-1;
195;0.225208;0.0176249;0.00130555;0.0979164;0.00251319;0.228472;0.881247;0.0325964;0.120437;0.0297013;0.306805;2284;-1;-1;
196;0.404503;0.00633135;0.0179388;0.140697;0.00365811;0.140697;0.809006;0.0351601;0.115371;0.034119;0.355259;2284;-1;-1;
197;0.455102;0.0141391;0.0198831;0.282782;0.00322548;0.220923;0.5744;0.0440786;0.142716;0.0362314;0.556727;2284;1;54;
198;0.176485;0.00793191;0.00634553;0.111047;0.00172519;0.198298;0.931999;0.0198119;0.0670246;0.0152689;0.208213;2284;1;55;
199;0.451302;0.0102929;0.0174187;0.142516;0.00281074;0.237527;0.75217;0.0395325;0.123514;0.0324621;0.368167;2284;-1;-1;
200;0.438793;0.0153863;0.0387506;0.199451;0.020401;0.284931;0.569861;0.0568266;0.185205;0.061545;0.564163;2284;-1;-1;
201;0.176485;0.00793191;0.00634553;0.111047;0.00172519;0.198298;0.931999;0.0198119;0.0670246;0.0152689;0.208213;2284;1;55;
202;0.124893;0.00744309;0.000883079;0.0428924;0.00128677;0.403693;0.895694;0.0126173;0.041757;0.00895694;0.123631;2284;1;17;
203;0.124893;0.00744309;0.000883079;0.0428924;0.00128677;0.403693;0.895694;0.0126173;0.041757;0.00895694;0.123631;2284;1;17;
204;0.209154;0.00784326;0.00958621;0.0348589;0.00127235;0.435737;0.854044;0.0174242;0.0540313;0.0132464;0.179524;2284;0;32;
205;0.12112;0.00645972;0.00193791;0.0484479;0.00148573;0.468329;0.855912;0.016096;0.0544231;0.0113045;0.166338;2284;1;32;
206;0.158616;0.00948047;0.00164085;0.0455792;0.00165908;0.364634;0.893352;0.0181879;0.0608938;0.0156792;0.193256;2284;1;43;
207;0.110926;0.0040163;0.00506819;0.0315566;0.00100407;0.315566;0.937136;0.00957218;0.0306004;0.00908448;0.0879761;2284;-1;-1;
208;0.158616;0.00948047;0.00164085;0.0455792;0.00165908;0.364634;0.893352;0.0181879;0.0608938;0.0156792;0.193256;2284;1;43;
209;0.194412;0.0102814;0.00429949;0.0504723;0.0017011;0.336482;0.897286;0.0186822;0.0601929;0.0119638;0.192543;2284;0;13;
210;0.325427;0.0169788;0.0117908;0.113192;0.00462201;0.235817;0.754614;0.0469936;0.160827;0.028298;0.47635;2284;0;90;
211;0.228539;0.00584236;0.00893537;0.0549869;0.00161524;0.292118;0.910721;0.0172075;0.0524094;0.0139186;0.163242;2284;-1;-1;
212;0.34529;0.0159856;0.0147068;0.0799281;0.0023339;0.159856;0.863224;0.0319745;0.0975123;0.0204616;0.303727;2284;1;56;
213;0.139122;0.0108935;0.00485616;0.0341243;0.00112873;0.341243;0.918732;0.0130998;0.0414742;0.00682487;0.129935;2284;0;1;
214;0.217361;0.0192869;0.00183685;0.0612284;0.00254098;0.244913;0.887811;0.0305698;0.112354;0.0223484;0.293896;2284;1;25;
215;0.212062;0.0191445;0.000589062;0.0677421;0.00276859;0.147265;0.913045;0.0294325;0.108093;0.0235625;0.285695;2284;1;56;
216;0.14921;0.0105441;0.00119368;0.051726;0.00171094;0.397892;0.875363;0.019825;0.0672438;0.0117378;0.212872;2284;1;24;
217;0.489834;0.00794325;0.021182;0.0661937;0.00300078;0.308904;0.661937;0.04401;0.142096;0.0282427;0.445704;2284;0;10;
218;0.248231;0.0210847;0.00358888;0.0777591;0.00275147;0.358888;0.837405;0.0298894;0.104975;0.0215333;0.299073;2284;1;53;
219;0.0915648;0.00708537;0.00654035;0.0228912;0.00122086;0.130807;0.981052;0.0108711;0.0348818;0.0056683;0.100285;2284;0;31;
220;0.135866;0.0110838;0.00572067;0.0393296;0.00146592;0.12514;0.965363;0.0178163;0.060067;0.00929609;0.168045;2284;1;50;
221;0.487692;0.019413;0.0198865;0.113637;0.0100853;0.284093;0.662883;0.0473204;0.151043;0.0293562;0.449813;2284;1;10;
222;0.526239;0.0219692;0.0224801;0.122619;0.0109335;0.255456;0.613094;0.0510605;0.162981;0.0321875;0.485366;2284;1;54;
223;0.0739349;0.00496019;0.00224612;0.0187177;0.000673837;0.140383;0.982679;0.00932141;0.0306034;0.00505378;0.0879731;2284;1;9;
224;0.0893025;0.00456435;0.00307597;0.027783;0.000922792;0.188527;0.972405;0.00990414;0.0329427;0.00625117;0.0942637;2284;-1;-1;
225;0.06189;0.00338236;0.00215895;0.0215895;0.000546935;0.215895;0.97153;0.00717924;0.0237485;0.00381415;0.0676473;2284;1;33;
226;0.0950933;0.00462616;0.00372663;0.0334112;0.00111799;0.334112;0.925232;0.0128048;0.043563;0.0087383;0.141355;2284;1;1;
227;0.151688;0.0102157;0.00603656;0.0495307;0.0012847;0.325045;0.913223;0.0154613;0.052162;0.0109896;0.178001;2284;1;13;
228;0.118189;0.00947974;0.00147736;0.0357029;0.00100953;0.36934;0.91104;0.0122947;0.0406275;0.00787926;0.128038;2284;1;57;
229;0.101481;0.00665625;0.00283709;0.0371004;0.00098207;0.272797;0.949334;0.0109092;0.0353545;0.00676537;0.105845;2284;1;4;
230;0.18299;0.0089665;0.00365979;0.201289;0.00129923;0.237887;0.914949;0.0183264;0.0578248;0.0126263;0.168351;2284;-1;-1;
231;0.18299;0.0089665;0.00365979;0.201289;0.00129923;0.237887;0.914949;0.0183264;0.0578248;0.0126263;0.168351;2284;-1;-1;
232;0.506889;0.0231596;0.0288402;0.159495;0.00528738;0.262184;0.611763;0.0436012;0.133277;0.032336;0.502519;2284;1;54;
233;0.4774;0.0203938;0.0231748;0.208573;0.0049594;0.231748;0.602544;0.0462569;0.152027;0.0384701;0.53302;2284;1;54;
234;0.483119;0.00973449;0.0223533;0.0937396;0.0029564;0.216322;0.757127;0.0360609;0.11393;0.024156;0.349721;2284;-1;-1;
235;0.171487;0.0114325;0.00163321;0.0428718;0.00214359;0.326642;0.898266;0.0203294;0.0638994;0.0106159;0.224567;2284;-1;-1;
236;0.178823;0.0147133;0.000226358;0.0565896;0.00176559;0.384809;0.860161;0.0225521;0.0756037;0.0167505;0.264839;2284;1;22;
237;0.419539;0.0245025;0.0186853;0.119868;0.00451269;0.246788;0.740363;0.0352272;0.11176;0.0296145;0.430116;2284;0;36;
238;0.381527;0.0184333;0.0192907;0.0814497;0.00222915;0.25721;0.685892;0.0426453;0.143609;0.0300078;0.535853;2284;1;58;
239;0.117691;0.00648808;0.00482834;0.042248;0.00120708;0.437568;0.875137;0.0150493;0.0499431;0.00965668;0.155412;2284;1;59;
240;0.352781;0.0079023;0.0152401;0.0649117;0.00231424;0.33867;0.818452;0.028214;0.087772;0.0383826;0.27658;2284;1;49;
241;0.506607;0.0181263;0.0218445;0.0836598;0.00548436;0.278866;0.650687;0.046394;0.153376;0.0348582;0.455481;2284;1;10;
242;0.506607;0.0181263;0.0218445;0.0836598;0.00548436;0.278866;0.650687;0.046394;0.153376;0.0348582;0.455481;2284;1;10;
243;0.325718;0.0156016;0.0136856;0.0711652;0.00224444;0.164227;0.875879;0.0273876;0.0853982;0.0213496;0.292872;2284;1;56;
244;0.555964;0.0197407;0.0269924;0.120862;0.00374671;0.241723;0.604308;0.0402308;0.121667;0.0374671;0.483447;2284;0;54;
245;0.189999;0.0110833;0.00613539;0.0554164;0.00176145;0.296874;0.910413;0.01975;0.0615518;0.0182083;0.197916;2284;1;60;
246;0.289439;0.0252862;0;0.0826969;0.00305342;0.349871;0.826969;0.0317874;0.106552;0.0263994;0.298981;2284;-1;-1;
247;0.317216;0.0273959;0;0.0988726;0.00370772;0.329575;0.782741;0.0410898;0.134714;0.0300737;0.383131;2284;-1;-1;
248;0.163174;0.00640607;0.00954867;0.0580172;0.00145043;0.277999;0.930693;0.0121087;0.0384364;0.00930693;0.15713;2284;-1;-1;
249;0.0357846;0.00123193;0.00234653;0.00821286;0.000387177;0.237586;0.967944;0.0058147;0.0190656;0.00346113;0.0698093;2284;-1;-1;
250;0.17062;0.0190992;0.000254656;0.0611175;0.00198632;0.432916;0.8149;0.025351;0.090403;0.015534;0.32596;2284;-1;-1;
251;0.178706;0.00637127;0.00808064;0.0466191;0.00124318;0.450651;0.854683;0.0155412;0.0506594;0.0136749;0.170937;2284;1;32;
252;0.296567;0.0118627;0.0186414;0.0833213;0.00327636;0.338934;0.819091;0.0281598;0.0915122;0.0211834;0.330461;2284;0;49;
253;0.396522;0.0143281;0.021992;0.103296;0.00363201;0.333212;0.766387;0.0333212;0.104962;0.028323;0.34654;2284;0;81;
254;0.277972;0.00838327;0.0145604;0.0573592;0.00194139;0.220612;0.904511;0.0220833;0.0699341;0.0150016;0.2162;2284;0;65;
255;0.0985109;0.00840947;0.00276311;0.0240271;0.00118934;0.168189;0.973096;0.0119811;0.0383232;0.00840947;0.112927;2284;1;23;
256;0.15364;0.00803928;0.00553817;0.0464492;0.0015364;0.375166;0.893254;0.0178329;0.0602053;0.0162572;0.176864;2284;0;13;
257;0.291701;0.0142173;0.0161784;0.0612817;0.00176491;0.147076;0.906969;0.0244931;0.0747636;0.0137271;0.245127;2284;1;61;
258;0.539617;0.0198579;0.0271967;0.0863387;0.00306502;0.259016;0.64754;0.0431175;0.129076;0.0375573;0.440327;2284;0;67;
259;0.27785;0.0133498;0.0143266;0.125901;0.00180168;0.151949;0.911695;0.0217548;0.0666406;0.0158461;0.21707;2284;-1;-1;
260;0.27785;0.0133498;0.0143266;0.125901;0.00180168;0.151949;0.911695;0.0217548;0.0666406;0.0158461;0.21707;2284;-1;-1;
261;0.34569;0.0191127;0.0202761;0.0864226;0.0025262;0.365634;0.797747;0.0332395;0.105037;0.0229352;0.299155;2284;1;49;
262;0.380287;0.0109231;0.0214417;0.0970945;0.00299375;0.242736;0.728209;0.0403023;0.129459;0.0457153;0.485473;2284;1;36;
263;0.263384;0.00800154;0.0133359;0.0533436;0.00186703;0.366737;0.833494;0.0332297;0.110688;0.0290056;0.290056;2284;0;53;
264;0.166037;0.00510883;0.00875799;0.0328424;0.00122247;0.474391;0.839307;0.0181856;0.0605761;0.0189756;0.193406;2284;-1;-1;
265;0.215582;0.00843583;0.00937315;0.0562389;0.00146221;0.35618;0.881076;0.0187519;0.0611129;0.0208084;0.206209;2284;1;62;
266;0.380287;0.0109231;0.0214417;0.0970945;0.00299375;0.242736;0.728209;0.0403023;0.129459;0.0457153;0.485473;2284;1;36;
267;0.366075;0.0200699;0.0211938;0.199093;0.00282584;0.192671;0.770683;0.0320733;0.0998677;0.0317907;0.427087;2284;1;10;
268;0.259446;0.00812723;0.0131286;0.0625171;0.00250068;0.343844;0.843981;0.0311773;0.10034;0.0250068;0.29383;2284;1;53;
269;0.12821;0.00849184;0.00466218;0.0349664;0.00144861;0.382965;0.899135;0.0166174;0.0569452;0.0123215;0.153186;2284;1;17;
270;0.131831;0.00777466;0.00439437;0.0321127;0.00148733;0.388733;0.895776;0.0168693;0.0579719;0.0125071;0.155493;2284;1;17;
271;0.0622115;0.00944282;0.00055546;0.0155529;0.000499914;0.13331;0.97761;0.0110248;0.0395488;0.00910954;0.143309;2284;-1;-1;
272;0.277022;0.00839155;0.01375;0.0586398;0.00171875;0.34375;0.869486;0.0202489;0.061875;0.0161765;0.202206;2284;-1;-1;
273;0.31522;0.012277;0.0172541;0.066362;0.00272084;0.199086;0.862706;0.0331146;0.105516;0.0169223;0.31522;2284;1;56;
274;0.280049;0.00863485;0.0177365;0.0980173;0.00154027;0.163362;0.886823;0.0233468;0.0751466;0.0140025;0.303387;2284;0;56;
275;0.0464169;0.00516916;0.000140657;0.0555597;0.00085801;0.478235;0.872076;0.00702865;0.0244041;0.00372742;0.0696254;2284;1;63;
276;0.215708;0.0110668;0.0110668;0.0487688;0.00163188;0.243844;0.919105;0.0187347;0.0596481;0.0121922;0.20633;2284;-1;-1;
277;0.193291;0.0169963;0.00488782;0.0511;0.00142191;0.199956;0.93313;0.0221352;0.0688739;0.0122196;0.208843;2284;1;64;
278;0.0464169;0.00516916;0.000140657;0.0555597;0.00085801;0.478235;0.872076;0.00702865;0.0244041;0.00372742;0.0696254;2284;1;63;
279;0.177308;0.00697607;0.00784807;0.037787;0.00123534;0.276136;0.930142;0.0145335;0.0450538;0.00886542;0.152601;2284;-1;-1;
280;0.252374;0.0132828;0.0108477;0.0597728;0.00188174;0.221381;0.907661;0.0221248;0.0697349;0.013947;0.23245;2284;1;65;
281;0.230507;0.0206558;0.0014968;0.0808271;0.0022452;0.44904;0.808271;0.0298581;0.0975913;0.0182609;0.272417;2284;0;41;
282;0.295984;0.0132891;0.0141952;0.0755061;0.00190275;0.271822;0.845669;0.0301451;0.097856;0.0196316;0.326187;2284;1;49;
283;0.329573;0.0107111;0.0181265;0.0823932;0.00255419;0.329573;0.823932;0.0274534;0.0873368;0.0173026;0.296615;2284;1;49;
284;0.21575;0.00793961;0.00845741;0.0776701;0.0012082;0.44876;0.845741;0.0172272;0.052643;0.00983821;0.165696;2284;-1;-1;
285;0.0990111;0.00473053;0.00374042;0.0275031;0.000880098;0.286032;0.946106;0.0109869;0.0371842;0.00682076;0.104512;2284;1;4;
286;0.0894007;0.00925486;0.00201466;0.0239241;0.00125916;0.188875;0.969556;0.0125488;0.0411747;0.00805865;0.117102;2284;-1;-1;
287;0.376995;0.0152321;0.0201826;0.255138;0.00369379;0.228482;0.723526;0.038027;0.124523;0.0312259;0.44554;2284;1;10;
288;0.0703497;0.00415703;0.00271806;0.0215846;0.000695502;0.191863;0.975302;0.00797989;0.0260614;0.00487651;0.0759457;2284;1;15;
289;0.0621708;0.00524115;0.001735;0.0477125;0.000845813;0.224104;0.968708;0.00723929;0.0240008;0.00773521;0.0672313;2284;-1;-1;
290;0.399844;0.0181061;0.0241415;0.0829864;0.00418704;0.226327;0.754422;0.0376079;0.122971;0.0248959;0.441337;2284;1;36;
291;0.0541542;0.00448706;0.000928358;0.014699;0.000704005;0.263035;0.959303;0.00770228;0.0266129;0.00371343;0.0812313;2284;1;26;
292;0.444953;0.0142086;0.0190694;0.074782;0.00452431;0.261737;0.74782;0.037376;0.121147;0.0284172;0.388866;2284;0;71;
293;0.107214;0.0121404;0;0.0283803;0.00104061;0.536072;0.819874;0.015729;0.0570759;0.0107214;0.156091;2284;0;68;
294;0.110888;0.0141131;0.000504038;0.0386429;0.000991275;0.537641;0.806461;0.0167206;0.0591405;0.00940872;0.206656;2284;1;66;
295;0.121436;0.0151401;0.00315419;0.0315419;0.000741235;0.236564;0.946257;0.0157;0.0529904;0.00693922;0.171903;2284;1;48;
296;0.358116;0.0081855;0.0160299;0.0716231;0.00225101;0.204637;0.81855;0.0340312;0.107435;0.0306956;0.375169;2284;1;36;
297;0.110888;0.0141131;0.000504038;0.0386429;0.000991275;0.537641;0.806461;0.0167206;0.0591405;0.00940872;0.206656;2284;1;66;
298;0.119795;0.012541;0.00149744;0.0393077;0.000842307;0.355641;0.898461;0.0186225;0.0653256;0.00917179;0.213384;2284;-1;-1;
299;0.265655;0.0218117;0.00615202;0.0531311;0.00215321;0.167782;0.894839;0.0279302;0.0911617;0.0156597;0.296415;2284;0;56;
300;0.2667;0.01524;0.00967153;0.0381;0.00205154;0.263769;0.87923;0.0292432;0.0949568;0.0175846;0.272561;2284;0;80;
301;0.311932;0.0204705;0.0153529;0.0584872;0.00214453;0.316806;0.852938;0.0243624;0.075546;0.0146218;0.253445;2284;-1;-1;
302;0.358116;0.0081855;0.0160299;0.0716231;0.00225101;0.204637;0.81855;0.0340312;0.107435;0.0306956;0.375169;2284;1;36;
303;0.110757;0.00780977;0.00496986;0.0312391;0.00105077;0.298191;0.937173;0.0141627;0.0461487;0.00795177;0.130636;2284;1;1;
304;0.494533;0.0156803;0.0253297;0.0924737;0.00365874;0.241236;0.723707;0.040222;0.127051;0.0197009;0.381956;2284;1;67;
305;0.172649;0.00680635;0.00913047;0.0531227;0.00126166;0.365219;0.896446;0.0165942;0.0522927;0.0147748;0.164348;2284;1;13;
306;0.494533;0.0156803;0.0253297;0.0924737;0.00365874;0.241236;0.723707;0.040222;0.127051;0.0197009;0.381956;2284;1;67;
307;0.108143;0.00905694;0.00405534;0.0270356;0.000811069;0.513677;0.838105;0.013461;0.0440681;0.00756998;0.137882;2284;1;68;
308;0.394643;0.015999;0.025954;0.113771;0.00234652;0.21332;0.782175;0.0355036;0.112704;0.0234652;0.398198;2284;1;36;
309;0.134765;0.0119363;0.00346539;0.0288782;0.00119363;0.134765;0.962608;0.0191578;0.0592966;0.0115513;0.179045;2284;0;50;
310;0.372003;0.00915246;0.0212573;0.0649529;0.00212573;0.177144;0.856197;0.0294857;0.0850293;0.0242097;0.289336;2284;1;56;
311;0.326798;0.0143498;0.0159209;0.0775098;0.00209486;0.125692;0.900789;0.0210156;0.0617983;0.014245;0.234624;2284;0;61;
312;0.171415;0.0184352;0.000323424;0.0549821;0.00174649;0.161712;0.873245;0.0321289;0.115462;0.0271676;0.40428;2284;-1;-1;
313;0.155886;0.00473894;0.00748253;0.0324243;0.00101014;0.386598;0.897904;0.0124659;0.0386598;0.00910375;0.130944;2284;0;76;
314;0.407616;0.0210382;0.0127106;0.0920423;0.00556637;0.262978;0.701275;0.0436894;0.141132;0.0315574;0.490892;2284;1;69;
315;0.275861;0.0170008;0.00705692;0.0641538;0.00320769;0.224538;0.866076;0.031971;0.102646;0.0179631;0.327184;2284;1;51;
316;0.281134;0.00921363;0.016301;0.0661492;0.00224435;0.40162;0.826865;0.0236105;0.0732366;0.0144111;0.255147;2284;1;53;
317;0.281134;0.00921363;0.016301;0.0661492;0.00224435;0.40162;0.826865;0.0236105;0.0732366;0.0144111;0.255147;2284;1;53;
318;0.164361;0.0135356;0.000725121;0.0410902;0.00203034;0.435073;0.845975;0.0240934;0.0831472;0.0152275;0.241707;2284;-1;-1;
319;0.376474;0.0119458;0.0228056;0.101358;0.00304075;0.180997;0.796387;0.0361922;0.11801;0.0267876;0.405433;2284;1;36;
320;0.0978411;0.00321478;0.00559092;0.0223637;0.00088057;0.293523;0.936479;0.0139102;0.0489206;0.0088057;0.155148;2284;-1;-1;
321;0.414286;0.0227307;0.0245638;0.190645;0.00315297;0.219975;0.696587;0.0366185;0.118053;0.0252971;0.491277;2284;1;10;
322;0.333357;0.0220989;0.0146078;0.0861484;0.0035583;0.187279;0.824028;0.0374034;0.126226;0.0217244;0.385795;2284;1;36;
323;0.12682;0.00868438;0.00289479;0.0372188;0.00133712;0.399757;0.896008;0.0137682;0.0452139;0.00799515;0.132333;2284;1;17;
324;0.230072;0.0115036;0.0130903;0.0436344;0.0014677;0.198338;0.93219;0.0198497;0.0644599;0.0113053;0.178504;2284;-1;-1;
325;0.2976;0.0139096;0.0168209;0.0744001;0.00268487;0.45287;0.744001;0.0322702;0.108365;0.0197322;0.365531;2284;-1;-1;
326;0.347171;0.0257241;0.00920212;0.108752;0.00363902;0.250967;0.794728;0.0417525;0.136359;0.025515;0.388999;2284;0;36;
327;0.523775;0.0143469;0.0245947;0.0956459;0.00382583;0.227728;0.683185;0.0454864;0.135726;0.031882;0.41902;2284;1;67;
328;0.179401;0.0087088;0.0073154;0.0348352;0.00120181;0.36577;0.888298;0.0173863;0.0550396;0.0125407;0.200302;2284;-1;-1;
329;0.340928;0.0178212;0.0174338;0.100729;0.00251822;0.271193;0.697353;0.0385365;0.128623;0.030606;0.542385;2284;-1;-1;
330;0.428421;0.0135291;0.0259307;0.0789197;0.00338227;0.225485;0.789197;0.0375808;0.119131;0.0233001;0.345743;2284;0;52;
331;0.141404;0.0133278;0.000325067;0.019504;0.00113774;0.585121;0.780162;0.0161753;0.0520108;0.00942695;0.159283;2284;1;70;
332;0.248655;0.00612074;0.0124328;0.049731;0.00177884;0.28691;0.898984;0.0191197;0.0583383;0.0116677;0.20275;2284;1;65;
333;0.160691;0.00903888;0.00703024;0.0401728;0.00135583;0.418467;0.870411;0.0166885;0.0535638;0.0118845;0.190821;2284;1;32;
334;0.168059;0.00497453;0.00739458;0.0349562;0.00111591;0.336117;0.914239;0.013438;0.0423508;0.0110246;0.139825;2284;0;13;
335;0.300325;0.021273;0.00750813;0.0688245;0.0027217;0.156419;0.875948;0.0312463;0.0982313;0.0187703;0.319095;2284;1;56;
336;0.420529;0.0122089;0.0185394;0.0904363;0.00411485;0.271309;0.723491;0.0451277;0.148316;0.0316527;0.438616;2284;1;36;
337;0.398548;0.00919726;0.0187777;0.0689795;0.00287414;0.229932;0.766438;0.0382338;0.121864;0.0406212;0.421541;2284;1;36;
338;0.270588;0.0197184;0.00316645;0.0777221;0.00221652;0.172716;0.892364;0.0287399;0.0918272;0.0201502;0.290738;2284;1;56;
339;0.332935;0.00879451;0.0122495;0.486839;0.00216722;0.188454;0.722406;0.0314906;0.097996;0.0207299;0.288963;2284;-1;-1;
340;0.393632;0.0125627;0.0234504;0.117252;0.00335006;0.251255;0.711888;0.041725;0.131909;0.0385257;0.489947;2284;1;36;
341;0.436234;0.0148155;0.0246925;0.0905392;0.00625543;0.288079;0.740775;0.0410966;0.125109;0.0436234;0.386849;2284;1;71;
342;0.437113;0.0287123;0.0167131;0.081423;0.00231413;0.257125;0.728522;0.0427514;0.135848;0.0201415;0.428542;2284;0;36;
343;0.486238;0.0307474;0.0171613;0.0858067;0.00252653;0.238352;0.667386;0.0475846;0.151115;0.0200216;0.476704;2284;1;72;
344;0.296124;0.0124181;0.0127365;0.0827873;0.00232441;0.318413;0.827873;0.0317903;0.10635;0.023881;0.324781;2284;1;49;
345;0.283922;0.012653;0.0154305;0.0771527;0.00169736;0.370333;0.771527;0.030713;0.103076;0.0243803;0.410453;2284;-1;-1;
346;0.259444;0.0116604;0.014867;0.0757926;0.00151585;0.378963;0.787077;0.0290052;0.0967813;0.0262359;0.390623;2284;-1;-1;
347;0.101662;0.00806288;0.00362245;0.035056;0.00100494;0.268763;0.946512;0.0116877;0.040665;0.00864714;0.13555;2284;1;2;
348;0.0672722;0.00403633;0.0023804;0.0859014;0.000527828;0.289788;0.941811;0.0102999;0.0356025;0.00569226;0.12523;2284;-1;-1;
349;0.462602;0.0151319;0.0229139;0.112408;0.00302637;0.216169;0.691742;0.0431128;0.136187;0.028102;0.475572;2284;1;72;
350;0.1839;0.01226;0.00589424;0.0447962;0.00190973;0.330077;0.895924;0.0235392;0.0808689;0.015325;0.212193;2284;1;28;
351;0.0591593;0.00279363;0.0026293;0.0205414;0.000739492;0.353313;0.928473;0.00818864;0.027279;0.00649109;0.091204;2284;1;73;
352;0.462602;0.0151319;0.0229139;0.112408;0.00302637;0.216169;0.691742;0.0431128;0.136187;0.028102;0.475572;2284;1;72;
353;0.101662;0.00806288;0.00362245;0.035056;0.00100494;0.268763;0.946512;0.0116877;0.040665;0.00864714;0.13555;2284;1;2;
354;0.1839;0.01226;0.00589424;0.0447962;0.00190973;0.330077;0.895924;0.0235392;0.0808689;0.015325;0.212193;2284;1;28;
355;0.119869;0.00507137;0.00841387;0.0754943;0.000852913;0.437982;0.875964;0.0115143;0.0365369;0.00979697;0.13831;2284;1;74;
356;0.119869;0.00507137;0.00841387;0.0754943;0.000852913;0.437982;0.875964;0.0115143;0.0365369;0.00979697;0.13831;2284;1;74;
357;0.380182;0.00868988;0.0152073;0.0651741;0.002788;0.217247;0.796573;0.0361209;0.116227;0.0380182;0.391045;2284;1;36;
358;0.313745;0.0150721;0.0193784;0.0892021;0.00221467;0.307593;0.799743;0.0306609;0.0971995;0.0239923;0.384492;2284;0;14;
359;0.388148;0.00895726;0.0171681;0.0671795;0.00279914;0.223932;0.783761;0.0372324;0.121296;0.0380684;0.403077;2284;1;36;
360;0.534979;0.0320032;0.0262713;0.109862;0.00401234;0.286596;0.620957;0.047766;0.151418;0.0339138;0.453777;2284;0;54;
361;0.255767;0.00557688;0.014423;0.0538457;0.00161537;0.442304;0.826916;0.0192037;0.0584611;0.0130768;0.219229;2284;1;75;
362;0.145235;0.00856889;0.0045023;0.0319518;0.00130712;0.377612;0.900459;0.0145148;0.0461848;0.00914983;0.14814;2284;0;76;
363;0.200421;0.00749239;0.00899086;0.039335;0.00234137;0.280964;0.917817;0.0186935;0.0567548;0.0151721;0.18169;2284;0;60;
364;0.456993;0.0221968;0.0278548;0.104456;0.00465698;0.261139;0.652847;0.0434056;0.134487;0.0287253;0.513573;2284;1;10;
365;0.456993;0.0221968;0.0278548;0.104456;0.00465698;0.261139;0.652847;0.0434056;0.134487;0.0287253;0.513573;2284;1;10;
366;0.0546775;0.00421338;0.003152;0.0392391;0.000784783;0.21871;0.971329;0.00643908;0.0212921;0.00733322;0.0598236;2284;-1;-1;
367;0.532967;0.0255824;0.0208923;0.183341;0.00426373;0.213187;0.596923;0.04268;0.138571;0.0315516;0.507384;2284;1;54;
368;0.476601;0.0279545;0.0224553;0.0962368;0.00916541;0.229135;0.733233;0.0457996;0.144813;0.028871;0.384947;2284;1;67;
369;0.250448;0.00638899;0.0125224;0.0690011;0.00224892;0.383339;0.843346;0.02551;0.0874014;0.0230004;0.25556;2284;1;53;
370;0.0629859;0.00270907;0.00331861;0.0169317;0.000575677;0.257362;0.961719;0.00675777;0.021808;0.00372497;0.0636631;2284;1;26;
371;0.0772648;0.00361129;0.00411519;0.020156;0.000722258;0.193162;0.974208;0.00837819;0.0271267;0.00537494;0.0797843;2284;1;46;
372;0.0758691;0.00411861;0.00531084;0.0270961;0.00105133;0.357669;0.921267;0.0107973;0.0367423;0.0083456;0.123558;2284;-1;-1;
373;0.27162;0.0172849;0.00658472;0.0658472;0.0021126;0.164618;0.905399;0.027365;0.0847783;0.0156387;0.257902;2284;1;61;
374;0.288954;0.00698569;0.00762076;0.0666816;0.00247675;0.0317532;0.889088;0.0317214;0.108278;0.0276252;0.327057;2284;-1;-1;
375;0.255178;0.00814854;0.0105073;0.0578975;0.00210146;0.257322;0.900628;0.0214521;0.0677615;0.0130805;0.220868;2284;1;65;
376;0.255178;0.00814854;0.0105073;0.0578975;0.00210146;0.257322;0.900628;0.0214521;0.0677615;0.0130805;0.220868;2284;1;65;
377;0.257478;0.00674943;0.00599949;0.0524956;0.00179985;0.374968;0.82493;0.0248879;0.0804932;0.0164986;0.319973;2284;-1;-1;
378;0.266061;0.0127709;0.00638546;0.0718365;0.00271382;0.345879;0.851395;0.0266061;0.087268;0.0148994;0.266061;2284;1;53;
379;0.288954;0.00698569;0.00762076;0.0666816;0.00247675;0.0317532;0.889088;0.0317214;0.108278;0.0276252;0.327057;2284;-1;-1;
380;0.27162;0.0172849;0.00658472;0.0658472;0.0021126;0.164618;0.905399;0.027365;0.0847783;0.0156387;0.257902;2284;1;61;
381;0.409008;0.0416582;0.0121187;0.106039;0.00424156;0.252474;0.656432;0.0503534;0.170167;0.038881;0.540294;2284;1;5;
382;0.321887;0.00873338;0.0122267;0.144725;0.00164687;0.124763;0.873338;0.0249874;0.0798481;0.0164687;0.29943;2284;-1;-1;
383;0.455736;0.0203453;0.0301111;0.209557;0.00406907;0.203453;0.691742;0.0406744;0.131024;0.0252282;0.455736;2284;0;10;
384;0.173579;0.0111317;0.00452816;0.0622622;0.0019056;0.377346;0.886764;0.0188447;0.0615075;0.0126411;0.181126;2284;1;13;
385;0.395411;0.0191462;0.0203949;0.26222;0.00266382;0.208111;0.707578;0.0415723;0.133607;0.0303842;0.457845;2284;1;10;
